full_name,position_short_name,org_name,org_country
Francisco de Assis Moreira E Silva,"International Correspondent, Valor Econômico, Switzerland",Valor Econômico,Switzerland
Martina Larkin,"Head of Regional Agenda, Europe and Eurasia; Member of the Executive Committee, World Economic Forum",World Economic Forum,Switzerland
Helena Leurent,"Head of Advanced Manufacturing and Production, Member of Executive Committee, World Economic Forum",World Economic Forum,Switzerland
Anil Menon,"Senior Adviser to the Chairman, World Economic Forum",World Economic Forum,Switzerland
Kirstine Stewart,"Head of Information and Entertainment; Member of the Executive Committee, World Economic Forum",World Economic Forum,Switzerland
Stefano Trojani,"Head of Security Affairs, Member of the Executive Committee, World Economic Forum, Switzerland",World Economic Forum,Switzerland
Dominic Kailash Nath Waughray,"Managing Director; Head of the Centre for Global Public Goods, World Economic Forum",World Economic Forum,Switzerland
Mario Fehr,"Councillor, Canton of Zurich, Switzerland",Zurich Government,Switzerland
Carmen Elfriede Walker Späh,"Councillor and Head of the Department for Economic Affairs, Canton of Zurich, Switzerland",Zurich Government,Switzerland
Augustine P. Mahiga,Minister of Foreign Affairs and East African Cooperation of Tanzania,Ministry of Foreign Affairs and East African Cooperation,Tanzania
Chutima Bunyapraphasara,Deputy Minister of Commerce of Thailand,Ministry of Commerce,Thailand
Pichet Durongkaveroj,Minister of Digital Economy and Society of Thailand,Ministry of Digital Economy and Society of Thailand,Thailand
Rached Ghannouchi,"Leader, Ennahda Party, Tunisia",Ennahda Party,Tunisia
Zied Ladhari,"Minister of Development, Investment and International Cooperation of Tunisia Cooperation of Tunisia","Ministry of Development, Investment and International",Tunisia
Youssef Chahed,Prime Minister of Tunisia,Office of the Head of Government of Tunisia,Tunisia
Rena Effendi,Photographer,-,Turkey
Murat Çetinkaya,Governor of the Central Bank of Turkey,Central Bank of the Republic of Turkey,Turkey
Mevlüt Çavuşoğlu,Minister of Foreign Affairs of Turkey,Ministry of Foreign Affairs,Turkey
Ruhsar Pekcan,Minister of Trade of Turkey,Ministry of Trade of Turkey,Turkey
Berat Albayrak,Minister of Treasury and Finance of Turkey,Ministry of Treasury and Finance of Turkey,Turkey
Yoweri Kaguta Museveni,President of Uganda,Office of the President Uganda,Uganda
Pavlo Klimkin,Minister of Foreign Affairs of Ukraine,Ministry of Foreign Affairs,Ukraine
Petro Poroshenko,President of Ukraine,Office of the President Ukraine,Ukraine
Turki Aldakhil,"General Manager, Al Arabiya, United Arab Emirates",Al Arabiya,United Arab Emirates
Mayssoun Azzam,"Political Anchor, Al Arabiya, United Arab Emirates",Al Arabiya,United Arab Emirates
Jamil El Hage,"Head, Business News, Al Arabiya, United Arab Emirates",Al Arabiya,United Arab Emirates
Sarah bint Yousif Al Amiri,Minister of State for Advanced Sciences of the United Arab Emirates,Cabinet of the United Arab Emirates,United Arab Emirates
Abdulla Bin Touq,"Secretary-General, Cabinet of the United Arab Emirates",Cabinet of the United Arab Emirates,United Arab Emirates
Tariq Al Gurg,"Chief Executive Officer, Dubai Cares, United Arab Emirates",Dubai Cares,United Arab Emirates
Essa Kazim,"Governor, Dubai International Financial Centre (DIFC), United Arab Emirates",Dubai International Financial Centre ,United Arab Emirates
Abdulla Al Basti,"General Secretary, Executive Council of Dubai, United Arab Emirates",Executive Council of Dubai,United Arab Emirates
Sami Al Qamzi,"Director-General, Department of Economic Development, Government of Dubai, United Arab Emirates",Government of Dubai,United Arab Emirates
Ali Rashed Al Noaimi,"Chairman of the Steering Board, Hedayah Countering Violent Extremism Centre, United Arab Emirates",Hedayah Countering Violent Extremism Centre,United Arab Emirates
Mohammad Abdullah Al Gergawi,Minister of Cabinet Affairs and the Future of the United Arab Emirates,Ministry of Cabinet Affairs and the Future of the United Arab Emirates,United Arab Emirates
Thani Ahmed Al Zeyoudi,Minister of Climate Change and Environment of the United Arab Emirates,Ministry of Climate Change and Environment of the United Arab Emirates,United Arab Emirates
Jameela Salem Al Muhairi,Minister of State for General Education of the United Arab Emirates,Ministry of Education of the United Arab Emirates,United Arab Emirates
Younis Al Khoori,Undersecretary of Finance of the United Arab Emirates,Ministry of Finance of the United Arab Emirates,United Arab Emirates
Obaid bin Humaid Al Tayer,Minister of State for Financial Affairs of the United Arab Emirates,Ministry of Finance of the United Arab Emirates,United Arab Emirates
Anwar Gargash,Minister of State for Foreign Affairs of the United Arab Emirates,Ministry of Foreign Affairs and International Cooperation of the United Arab Emirates,United Arab Emirates
Ahmad bin Abdullah Humaid Belhoul Al Falasi,Minister of State for Higher Education and Advanced Skills of the United Arab Emirates,Ministry of Higher Education and Scientific Research of the United Arab Emirates,United Arab Emirates
Nasser bin Thani Juma Al Hamli,Minister of Human Resources and Emiratisation of the United Arab Emirates,Ministry of Human Resources and Emiratisation of the United Arab Emirates,United Arab Emirates
H.H. Sheikh Hamdan Bin Mohammed Bin Rashid Al Maktoum,Crown Prince of Dubai,Office of the Crown Prince of Dubai,United Arab Emirates
Hessa Bint Eisa Buhumaid,Minister of Community Development of the United Arab Emirates,Office of the Prime Minister of the United Arab Emirates,United Arab Emirates
Mariam Mohammed Saeed Hareb Al Mehairi,Minister of State for Food Security of the United Arab Emirates,Office of the Prime Minister of the United Arab Emirates,United Arab Emirates
Omar bin Sultan Al Olama,Minister of State for Artificial Intelligence of the United Arab Emirates,Office of the Prime Minister of the United Arab Emirates,United Arab Emirates
Ohood Bint Khalfan Al Roumi,Minister of State for Happiness and Well- Being of the United Arab Emirates,Office of the Prime Minister of the United Arab Emirates,United Arab Emirates
Ahmed Al Sayegh,"Minister of State, Office of the Prime Minister of the United Arab Emirates",Office of the Prime Minister of the United Arab Emirates,United Arab Emirates
Atraf Shehab,"Director, Office of the Prime Minister, United Arab Emirates",Office of the Prime Minister of the United Arab Emirates,United Arab Emirates
Bodour Al Qasimi,"Chairperson, Sharjah Investment and Development Authority - Shurooq, United Arab Emirates",Sharjah Investment and Development Authority - Shurooq,United Arab Emirates
Abdulla Nasser Lootah,"Director-General, Federal Competitiveness and Statistics Authority (FCSA), United Arab Emirates",The Federal Competitiveness and Statistics Authority ,United Arab Emirates
Mina Al-Oraibi,"Editor-in-Chief, The National, United Arab Emirates",The National,United Arab Emirates
Julien Hawari,"Editor-in-Chief, Trends, United Arab Emirates",Trends,United Arab Emirates
Saeed Al Eter,"Director-General, Public Diplomacy Office, United Arab Emirates",United Arab Emirates Public Diplomacy Office,United Arab Emirates
Alexander M. MacIntyre,"Vice-President, Global Video, Associated Press Television News (APTN), United Kingdom",Associated Press Television News,United Kingdom
Mark Carney,Governor of the Bank of England,Bank of England,United Kingdom
Lord Anthony William Hall of Birkenhead,"Director-General, BBC News, United Kingdom",BBC News,United Kingdom
Katie Hope,"Online Business Editor, BBC News, United Kingdom",BBC News,United Kingdom
Ngaire Woods,"Dean, Blavatnik School of Government, University of Oxford, United Kingdom","Blavatnik School of Government, University of Oxford",United Kingdom
Stephanie Flanders,"Senior Executive Editor, Economics, Bloomberg, United Kingdom",Bloomberg LP,United Kingdom
Ambereen Choudury,"Leader, United Kingdom Finance Team, Bloomberg News, United Kingdom",Bloomberg News,United Kingdom
Jacqueline Simmons,"Executive Editor, Global Business, Bloomberg News, United Kingdom",Bloomberg News,United Kingdom
Francine Lacqua,"Editor-at-Large and Presenter, Bloomberg Television, United Kingdom",Bloomberg Television,United Kingdom
Beatrice Weder di Mauro,"President, Centre for Economic Policy Research (CEPR), United Kingdom",Centre for Economic Policy Research ,United Kingdom
Robin Niblett,"Director, Chatham House, United Kingdom",Chatham House,United Kingdom
Peter Estlin,"Lord Mayor of the City of London, United Kingdom",City of London Corporation,United Kingdom
Patrick Allen,"Vice-President; International Managing Editor, CNBC, United Kingdom",CNBC,United Kingdom
John Casey,"Senior Vice-President, International News and Programming, CNBC, United Kingdom",CNBC,United Kingdom
Geoff Cutmore,"Anchor, CNBC, United Kingdom",CNBC,United Kingdom
Steve Sedgwick,"Anchor, CNBC, United Kingdom",CNBC,United Kingdom
Rani Raad,"President, Commercial, CNN International, United Kingdom",CNN International,United Kingdom
Richard Hatchett,"Chief Executive Officer, Coalition for Epidemic Preparedness and Innovations (CEPI), Norway",Coalition for Epidemic Preparedness and Innovations ,United Kingdom
Greg Clark,"Secretary of State for Business, Energy and Industrial Strategy of the United Kingdom","Department for Business, Energy and Industrial Strategy of the United Kingdom",United Kingdom
Jeremy Wright,"Secretary of State for Digital, Culture, Media and Sport of the United Kingdom Kingdom","Department for Digital, Culture, Media and Sport of the United",United Kingdom
Penny Mordaunt,Secretary of State for International Development of the United Kingdom Kingdom (DFID),Department for International Development  of the United,United Kingdom
Liam Fox,Secretary of State for International Trade of the United Kingdom,Department for International Trade,United Kingdom
Matt Hancock,Secretary of State for Health and Social Care of the United Kingdom,Department of Health of the United Kingdom,United Kingdom
Lord J. Adair Turner,"Chairman, Energy Transitions Commission, United Kingdom",Energy Transitions Commission,United Kingdom
Eyal Weizman,"Professor of Spatial and Visual Cultures, Goldsmiths, University of London, United Kingdom","Goldsmiths, University of London",United Kingdom
Wendy Barclay,"Action Medical Research Chair, Virology, Imperial College London, United Kingdom",Imperial College London,United Kingdom
Alice Gast,"President, Imperial College London, United Kingdom",Imperial College London,United Kingdom
Jason Hallett,"Professor of Sustainable Chemical Technology, Imperial College London, United Kingdom",Imperial College London,United Kingdom
Robin Shattock,"Chair, Mucosal Infection and Immunity, Imperial College London, United Kingdom",Imperial College London,United Kingdom
Jules Chappell,"Managing Director, London & Partners, United Kingdom",London & Partners,United Kingdom
Lynda Gratton,"Professor of Management Practice, London Business School, United Kingdom",London Business School,United Kingdom
François Ortalo- Magné,"Dean, London Business School, United Kingdom",London Business School,United Kingdom
Minouche Shafik,"Director, London School of Economics and Political Science, United Kingdom",London School of Economics and Political Science,United Kingdom
Sara Pantuliano,"Acting Executive Director, Overseas Development Institute, United Kingdom",Overseas Development Institute,United Kingdom
Charles Godfray,"Director, Oxford Martin School, University of Oxford, United Kingdom","Oxford Martin School, University of Oxford",United Kingdom
Simon Robinson,"Regional Editor, Europe, Middle East and Africa, Reuters, Canada",Reuters,United Kingdom
Lord Nicholas Stern,"President, Royal Economic Society, United Kingdom",Royal Economic Society,United Kingdom
William J. Hague,"Chairman, Royal United Services Institute for Defence and Security Studies, United Kingdom",Royal United Services Institute for Defence and Security Studies,United Kingdom
Karin von Hippel,"Director-General, Royal United Services Institute for Defence and Security Studies, United Kingdom",Royal United Services Institute for Defence and Security Studies,United Kingdom
Rachel Botsman,"Visiting Academic and Lecturer, Saïd Business School, University of Oxford, United Kingdom","Said Business School, University of Oxford",United Kingdom
Peter Tufano,"Dean, Saïd Business School, University of Oxford, United Kingdom","Said Business School, University of Oxford",United Kingdom
Susannah Rodgers,"Paralympian and Director, Spirit of 2012, United Kingdom",Spirit of 2012,United Kingdom
Philip Campbell,"Editor-in-Chief, Springer Nature, United Kingdom",Springer Nature,United Kingdom
Ambrose Evans- Pritchard,"Editor, International Business, Daily Telegraph, United Kingdom",The Daily Telegraph,United Kingdom
Benjamin Wright,"Business Editor, Daily Telegraph, United Kingdom",The Daily Telegraph,United Kingdom
Zanny Minton Beddoes,"Editor-in-Chief, The Economist, United Kingdom",The Economist,United Kingdom
Roula Khalaf,"Deputy Editor, Financial Times, United Kingdom",The Financial Times,United Kingdom
